,Project Geographic District,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
6044,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/1/04,5/15/05,4/18/05,2600,62023,62023,DSF: 0000011862
6045,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,10/13/06,10/10/06,,77000,105074,104340,DSF: 0000011862
6046,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,10/13/06,10/10/06,,12240,25368,25368,DSF: 0000011862
6047,27,Q475,RICHMOND HILL HS - QUEENS,SCA IEH,"IEH PO18-ROOMS 140, 204, 216, 220",Construction,Complete,6/29/15,IEH,8/29/17,IEH,53750,5415,DSF: 0000036326
6048,27,Q475,RICHMOND HILL HS - QUEENS,SCA IEH,IEH PO18-KITCHEN OFFICE,Construction,In-Progress,5/5/17,IEH,,IEH,6840,2340,DSF: 0000046545
6049,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,6/17/16,10/17/16,12/23/16,7154,20963,20963,DSF: 0000843854
6050,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,12/23/16,6/23/17,1/18/17,26231,56873,56873,DSF: 0000843854
6051,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,6/19/17,4/14/18,,277809,253381,368,DSF: 0000843854
6052,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,6/19/17,4/14/18,,197800,164134,8008,DSF: 0000843854
6053,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,1/12/17,7/12/17,4/21/17,17220,16389,16389,DSF: 0000845623
6054,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,6/14/17,12/14/17,12/15/17,68882,61422,61422,DSF: 0000845623
6055,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,1291533,1291533,17304,DSF: 0000845623
6056,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,80362,80362,7886,DSF: 0000845623
6057,27,Q480,JOHN ADAMS HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,9/12/03,9/12/03,9/12/03,720,206,206,DSF: 0000012011
6058,27,Q480,JOHN ADAMS HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/1/04,5/15/05,4/18/05,2600,25501,25501,DSF: 0000012011
6059,27,Q480,JOHN ADAMS HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,7/15/07,5/30/08,,77000,137769,137616,DSF: 0000012011
6060,27,Q480,JOHN ADAMS HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,7/15/07,5/30/08,,12240,46203,46203,DSF: 0000012011
6061,27,Q650,"HS FOR CONST.TRADES,ENGG.,& AR",DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/5/17,7/5/17,8/4/17,75000,74437,74437,DSF: 0000845529
6062,27,Q781,SUCCESS ACADEMY CHARTER SCHOOL,SCA IEH,"IEH PO18-1ST, 2ND, 3RD FLOORS",Construction,Complete,6/21/17,IEH,8/4/17,IEH,14066,2346,DSF: 0000047408
6063,27,Q806,P.S. 106 - QUEENS,SCA CIP,SANDY - DEMOLITION AND PAVED AREA,Scope,Complete,5/11/15,8/10/15,6/23/15,37230,160339,160339,DSF: 0000798645
6064,27,Q806,P.S. 106 - QUEENS,SCA CIP,SANDY - DEMOLITION AND PAVED AREA,Design,Complete,6/23/15,11/6/15,9/15/15,148920,216482,201662,DSF: 0000798645
6065,27,Q806,P.S. 106 - QUEENS,SCA CIP,SANDY - DEMOLITION AND PAVED AREA,Construction,In-Progress,8/8/16,11/5/17,,2792250,2695256,2287268,DSF: 0000798645
6066,27,Q806,P.S. 106 - QUEENS,SCA CIP,SANDY - DEMOLITION AND PAVED AREA,"CM, F&E",In-Progress,8/8/16,11/5/17,,173740,226767,207292,DSF: 0000798645
6067,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,NEW SCHOOL,Scope,Complete,4/11/16,9/15/16,3/13/17,853404,922153,822500,DSF: 0000843866
6068,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,NEW SCHOOL,Design,Complete,3/14/17,4/11/17,9/26/17,2730892,1489539,701632,DSF: 0000843866
6069,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,38300767,38300767,287914,DSF: 0000843866
6070,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,5393513,5393513,191715,DSF: 0000843866
6071,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,SITE PREPARATION,Scope,Complete,5/31/17,5/31/17,5/31/17,12293,959,959,DSF: 0000843866
6072,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,SITE PREPARATION,Design,Complete,6/1/17,7/12/17,7/20/17,39336,3834,3834,DSF: 0000843866
6073,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,SITE PREPARATION,Construction,PNS,PNS,PNS,PNS,551689,642443,560670,DSF: 0000843866
6074,27,Q816,P.S. 256 ANNEX - QUEENS,SCA Capacity,SITE PREPARATION,"CM,Art,F&E",PNS,PNS,PNS,PNS,77689,92287,50914,DSF: 0000843866
6075,27,Q816,Q256 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867332
6076,27,Q816,Q256 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,15000,15000,0,DSF: 0000867332
6077,27,Q816,Q256 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,220000,220000,0,DSF: 0000867332
6078,27,Q816,Q256 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000,0,DSF: 0000867332
6079,27,Q816,Q256 SPED - QUEENS,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/12,FTK,,FTK,3201347,3130498,DSF: 0000023477
6080,27,Q875,Q233 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/5/17,10/30/17,10/10/17,35000,34738,34738,DSF: 0000845530
6081,27,Q884,P.S. 65 - QUEENS,SCA CIP RESOA,FY16 RESO A LIBRARY UPGRADE,Scope,Complete,1/25/16,5/24/16,2/12/16,0,17406,17406,DSF: 0000822848
6082,27,Q884,P.S. 65 - QUEENS,SCA CIP RESOA,FY16 RESO A LIBRARY UPGRADE,Design,Complete,5/19/16,10/4/16,10/13/16,41673,37492,35185,DSF: 0000822848
6083,27,Q884,P.S. 65 - QUEENS,SCA CIP RESOA,FY16 RESO A LIBRARY UPGRADE,Construction,Complete,1/18/17,10/14/17,10/14/17,611201,577825,421512,DSF: 0000822848
6084,27,Q884,P.S. 65 - QUEENS,SCA CIP RESOA,FY16 RESO A LIBRARY UPGRADE,"CM, F&E",Complete,1/18/17,10/14/17,10/14/17,93590,112825,74204,DSF: 0000822848
6085,27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,Scope,Complete,8/11/14,12/29/14,9/8/14,52805,62509,62456,"DSF: 0000800331, 0000800332"
6086,27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,Design,Complete,9/8/14,6/11/15,12/2/14,208915,314211,290360,"DSF: 0000800331, 0000800332"
6087,27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,Construction,Complete,2/25/15,5/19/16,9/30/16,3710463,4334686,3822987,"DSF: 0000800331, 0000800332"
6088,27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,"CM, F&E",Complete,2/25/15,5/19/16,9/30/16,276360,362363,325644,"DSF: 0000800331, 0000800332"
6089,27,QMAD,PENINSULA PREPARATORY ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/26/17,1/15/18,10/5/17,50000,49622,49622,DSF: 0000845355
6090,28,Q003,P.S. 303 - QUEENS,SCA Capacity,ADDITION,Scope,Complete,2/3/15,8/18/15,8/18/15,1649675,1153335,1153197,DSF: 0000798208
6091,28,Q003,P.S. 303 - QUEENS,SCA Capacity,ADDITION,Design,Complete,8/19/15,3/22/16,8/4/16,5278960,3768498,2061599,DSF: 0000798208
6092,28,Q003,P.S. 303 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,2/15/17,8/2/20,,74037414,67208179,6491354,DSF: 0000798208
6093,28,Q003,P.S. 303 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,2/15/17,8/2/20,,10425946,5928897,1277416,DSF: 0000798208
6094,28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,Scope,Complete,4/23/15,4/23/15,4/23/15,77745,87594,87594,DSF: 0000798208
6095,28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,Design,Complete,4/24/15,8/28/15,11/3/15,310980,245870,216689,DSF: 0000798208
6096,28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,Construction,In-Progress,3/17/16,3/16/17,,5830875,5340407,4779308,DSF: 0000798208
6097,28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,"CM, F&E",In-Progress,3/17/16,3/16/17,,362810,832114,813707,DSF: 0000798208
6098,28,Q003,P.S. 303 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000868054
6099,28,Q003,P.S. 303 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,3600,3600,0,DSF: 0000868054
6100,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866716
6101,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866716
6102,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF: 0000866716
6103,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866716
6104,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867379
6105,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,10500,10500,0,DSF: 0000867379
6106,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,154000,154000,0,DSF: 0000867379
6107,22,K277,P.S. 277 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,10500,10500,0,DSF: 0000867379
6108,22,K277,P.S. 277 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/15/17,1/15/18,7/24/17,125000,124062,124062,DSF: 0000845266
6109,22,K278,I.S. 278 - BROOKLYN,SCA IEH,"IEH PO18-CEILING IN TEACHERS BREAK ROOM, LEAKING S",Construction,Complete,10/27/17,IEH,10/29/17,IEH,26811,4310,DSF: 0000049146
6110,22,K278,I.S. 278 - BROOKLYN,SCA IEH,IEH PO18-KITCHEN SUPPLY STORAGE RM IN (THRU INNER,Construction,Complete,12/1/17,IEH,12/10/17,IEH,18135,3538,DSF: 0000049628
6111,22,K278,I.S. 278 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,In-Progress,10/27/17,  /  /,,95000,95000,0,DSF: 0000844283
6112,22,K278,I.S. 278 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/13,12/31/13,,DIIT,271236,0,DSF: 0000776884
6113,22,K278,I.S. 278 - BROOKLYN,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/5/17,DOER,,225000,225000,180024,DSF: 0000823174
6114,22,K278,I.S. 278 - BROOKLYN,DOE - Skilled Trades,REPLACE (2) SEWAGE EJECTOR PUMPS,Construction,In-Progress,7/12/16,DOES,,DOES,99764,99764,DSF: 0000827876
6115,22,K286,K811 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,PNS,PNS,PNS,PNS,0,296,296,DSF: 0000867318
6116,22,K286,K811 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,PNS,PNS,PNS,PNS,15000,14704,1182,DSF: 0000867318
6117,22,K286,K811 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,220000,220000,0,DSF: 0000867318
6118,22,K286,K811 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",PNS,PNS,PNS,PNS,59494,44494,0,DSF: 0000867318
6119,22,K286,K811 SPED - BROOKLYN,SCA IEH,"IEH PO18-RMS 208,205,204,202,201",Construction,In-Progress,8/22/17,IEH,,IEH,74953,6342,DSF: 0000048327
6120,22,K286,K811 SPED - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,1/27/17,F&E,11/2/17,104000,104000,104000,DSF: 0000844280
6121,22,K286,K811 SPED - BROOKLYN,DOE - Skilled Trades,PASSENGER ELEVATOR MODERNIZATION,Construction,In-Progress,7/21/16,DOES,,DOES,229000,45800,DSF: 0000827972
6122,22,K286,K811 SPED - BROOKLYN,DOE - Skilled Trades,CHILLER REPLACEMENT,Construction,In-Progress,12/27/17,DOES,,DOES,577125,12085,DSF: 0000849878
6123,22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Scope,Complete,1/12/16,5/26/16,12/9/16,23244,51734,51365,DSF: 0000828317
6124,22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Design,Complete,1/18/17,6/19/17,5/17/17,85226,75524,63406,DSF: 0000828317
6125,22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Construction,In-Progress,8/8/17,8/7/18,,902626,832923,17357,DSF: 0000828317
6126,22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,"CM, F&E",In-Progress,8/8/17,8/7/18,,209192,106111,48366,DSF: 0000828317
6127,22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Scope,Complete,2/26/16,5/25/16,4/11/16,0,56633,56633,DSF: 0000822797
6128,22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Design,In-Progress,11/7/17,3/28/18,,114360,99527,15759,DSF: 0000822797
6129,22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Construction,PNS,PNS,PNS,PNS,1677280,1677280,75234,DSF: 0000822797
6130,22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,114360,114360,14934,DSF: 0000822797
6131,22,K312,P.S. 312 - BROOKLYN,SCA IEH,IEH PO18-BOILER ROOM,Construction,Complete,7/13/17,IEH,7/16/17,IEH,14936,2002,DSF: 0000047626
6132,22,K312,P.S. 312 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/13,12/31/13,,DIIT,212059,0,DSF: 0000776916
6133,22,K312,P.S. 312 - BROOKLYN,DOE- RESOA,FY14 RESO A LOW-VOLTAGE ELECTRICAL,Construction,In-Progress,6/18/15,DOER,,150000,150000,0,DSF: 0000798658
6134,22,K312,P.S. 312 - BROOKLYN,DOE - Skilled Trades,DUAL FUEL ACE PROGRAM,Construction,In-Progress,2/24/15,DOES,,DOES,1461356,1461356,DSF: 0000782718
6135,22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,Scope,Complete,3/31/14,8/13/14,8/13/14,69025,111507,107409,"DSF: 0000797530, 0000801049, 0000801050"
6136,22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,Design,Complete,9/11/14,2/17/15,6/11/15,267913,216636,180908,"DSF: 0000797530, 0000801049, 0000801050"
6137,22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,Construction,In-Progress,8/21/17,11/13/18,,4288621,3823285,155,"DSF: 0000797530, 0000801049, 0000801050"
6138,22,K395,P.S. 109 - BROOKLYN,SCA CIP,DEFECTIVE GYMNASIUM WALLS/ROOFS/PARAPETS,"CM, F&E",In-Progress,8/21/17,11/13/18,,428538,25184,25184,"DSF: 0000797530, 0000801049, 0000801050"
6139,22,K395,P.S. 109 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866696
6140,22,K395,P.S. 109 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,18000,18000,0,DSF: 0000866696
6141,22,K395,P.S. 109 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,264000,264000,0,DSF: 0000866696
6142,22,K395,P.S. 109 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,18000,18000,0,DSF: 0000866696
6143,22,K395,P.S. 109 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/13,12/31/13,,DIIT,753986,0,DSF: 0000776951
6144,22,K405,MIDWOOD H.S.,SCA CIP RESOA,FY10 RESO A SUPPLEMENTAL COOLING,Scope,Complete,6/15/17,8/15/17,7/28/17,0,37708,24341,DSF: 0000690182
6145,22,K405,MIDWOOD H.S.,SCA CIP RESOA,FY10 RESO A SUPPLEMENTAL COOLING,Design,In-Progress,8/16/17,11/16/17,,64258,68195,19777,DSF: 0000690182
6146,22,K405,MIDWOOD H.S.,SCA CIP RESOA,FY10 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,942451,942451,2305,DSF: 0000690182
6147,22,K405,MIDWOOD H.S.,SCA CIP RESOA,FY10 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,102296,64258,45887,DSF: 0000690182
6148,22,K425,JAMES MADISON HS,SCA CIP,SWIMMING POOL,Scope,Complete,6/5/12,10/5/12,1/28/13,86685,124448,87766,DSF: 0000753104
6149,22,K425,JAMES MADISON HS,SCA CIP,SWIMMING POOL,Design,Complete,10/2/13,4/4/14,5/19/14,346740,344121,310367,DSF: 0000753104
6150,22,K425,JAMES MADISON HS,SCA CIP,SWIMMING POOL,Construction,In-Progress,3/20/17,3/19/18,,6501375,5990584,2050050,DSF: 0000753104
6151,22,K425,JAMES MADISON HS,SCA CIP,SWIMMING POOL,"CM, F&E",In-Progress,3/20/17,3/19/18,,404530,170493,166605,DSF: 0000753104
6152,22,K425,JAMES MADISON HS,SCA CIP RESOA,FY12 RESO A AUDITORIUM UPGRADE,Scope,Complete,11/3/11,3/9/12,2/8/12,0,45416,45416,DSF: 0000731617
6153,22,K425,JAMES MADISON HS,SCA CIP RESOA,FY12 RESO A AUDITORIUM UPGRADE,Design,Complete,8/27/12,1/31/13,3/14/13,20014,155112,134199,DSF: 0000731617
6154,22,K425,JAMES MADISON HS,SCA CIP RESOA,FY12 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,293539,4273656,8594,DSF: 0000731617
6155,22,K425,JAMES MADISON HS,SCA CIP RESOA,FY12 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,20014,291386,13304,DSF: 0000731617
6156,22,K425,JAMES MADISON HS - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,Complete,1/14/16,5/16/16,3/8/16,0,12058,12058,DSF: 0000822746
6157,22,K425,JAMES MADISON HS - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,Complete,3/28/16,8/25/16,4/7/17,69772,59147,47004,DSF: 0000822746
6158,22,K425,JAMES MADISON HS - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,7/25/17,4/20/18,,1023321,706160,3364,DSF: 0000822746
6159,22,K425,JAMES MADISON HS - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",In-Progress,7/25/17,4/20/18,,69772,59965,59891,DSF: 0000822746
6160,22,K425,JAMES MADISON HS - BROOKLYN,SCA IEH,IEH PO18-CORRIDOR OUSIDE RM 212A,Construction,In-Progress,11/6/17,IEH,,IEH,49562,3038,DSF: 0000049249
6161,22,K425,JAMES MADISON HS - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,250000,250000,0,DSF: 0000844247
6162,22,K425,JAMES MADISON HS - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/15/17,1/15/18,9/12/17,350000,347372,347372,DSF: 0000845097
6163,22,K425,JAMES MADISON HS - BROOKLYN,DOE- RESOA,FY13 RESO A ATHLETIC FIELDS,Construction,PNS,PNS,PNS,PNS,125000,125000,0,DSF: 0000754597
6164,22,K425,JAMES MADISON HS - BROOKLYN,DOE- RESOA,RESO A ELECTRICAL UPGRADE,Construction,In-Progress,11/7/16,DOER,,150000,274811,274811,DSF: 0000821715
6165,22,K425,JAMES MADISON HS - BROOKLYN,DOE- RESOA,FY12 RESO A HALLWAY FLOORS,Construction,In-Progress,7/14/17,DOER,,205916,205916,205916,DSF: 0000843956
6166,22,K425,JAMES MADISON HS - BROOKLYN,DOE- RESOA,RESO A ROOM CONVERSION,Construction,In-Progress,8/9/17,DOER,,50000,50000,31367,DSF: 0000844700
6167,22,K425,JAMES MADISON HS - BROOKLYN,DOE - Skilled Trades,REPLACE BOILER FEED WATER & BLOWDOW,Construction,In-Progress,6/29/15,DOES,,DOES,89494,89494,DSF: 0000806643
6168,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,SCHOOL BASED HEALTH CENTER,Scope,Complete,7/1/15,11/2/15,10/27/15,23550,33338,33338,DSF: 0000822176
6169,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,SCHOOL BASED HEALTH CENTER,Design,Complete,12/9/15,5/2/16,10/19/16,94200,139940,114958,DSF: 0000822176
6170,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,SCHOOL BASED HEALTH CENTER,Construction,Complete,2/6/17,2/5/18,12/18/17,1766250,1789657,685864,DSF: 0000822176
6171,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,SCHOOL BASED HEALTH CENTER,"CM, F&E",Complete,2/6/17,2/5/18,12/18/17,153795,198889,134039,DSF: 0000822176
6172,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,6/27/16,10/27/16,1/18/17,10698,17114,17114,DSF: 0000843848
6173,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,1/18/17,7/18/17,4/12/17,39224,35686,35686,DSF: 0000843848
6174,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,PNS,PNS,PNS,PNS,415422,415422,4776,DSF: 0000843848
6175,22,K495,SHEEPSHEAD BAY HS - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",PNS,PNS,PNS,PNS,165992,165992,12368,DSF: 0000843848
6176,22,K495,ORIGINS HIGH SCHOOL,SCA CIP RESOA,FY17 RESO A COMPUTER SCIENCE LAB,Scope,In-Progress,2/13/17,6/13/17,,0,7803,1267,DSF: 0000844170
6177,22,K495,ORIGINS HIGH SCHOOL,SCA CIP RESOA,FY17 RESO A COMPUTER SCIENCE LAB,Design,PNS,PNS,PNS,PNS,15000,7197,5068,DSF: 0000844170
6178,22,K495,ORIGINS HIGH SCHOOL,SCA CIP RESOA,FY17 RESO A COMPUTER SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,220000,220000,0,DSF: 0000844170
6179,22,K495,ORIGINS HIGH SCHOOL,SCA CIP RESOA,FY17 RESO A COMPUTER SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000,0,DSF: 0000844170
6180,22,K495,PROFESSIONAL PATHWAYS HS,SCA IEH,"IEH PO18-ROOMS 206, 178 A/B",Construction,Complete,3/8/17,IEH,7/15/17,IEH,97597,3376,DSF: 0000045586
6181,22,K495,PROFESSIONAL PATHWAYS HIGH SCH,SCA IEH,IEH PO18-HALL BY RM 237 & 1ST FL BY RM 229,Construction,In-Progress,5/18/17,IEH,,IEH,500,0,DSF: 0000046854
6182,22,K495,PROFESSIONAL PATHWAYS HIGH SCH,SCA IEH,"IEH PO18- KITCHEN WOMEN'S LOCKER RM, RMS 115,207",Construction,In-Progress,8/15/17,IEH,,IEH,93480,3468,DSF: 0000048190
6183,22,K495,PROFESSIONAL PATHWAYS HIGH SCH,SCA IEH,IEH PO18-CEILING IN STUDENT CAFETERIA,Construction,Complete,11/29/17,IEH,12/3/17,IEH,17566,1970,DSF: 0000049647
